Name,Price,Bottle size
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BARON PHILIPPE DE ROTHSXCHILD CADET DOC SAUVIGNON BLANC</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1895.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-531"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BARON PHILLIPE CADET D OC PINOT NOIR</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1895.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1837"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BARTON &amp; GUESTIER CABERNET SAUVIGNON RED</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2090.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2108"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BARTON &amp; GUESTIER MERLOT RESERVE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2090.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2107"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BATASIOLO ASTI DOCG SPUMANTE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2940.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1283"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BATASIOLO BARBARESCO DOCG ROSSO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>9735.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1506"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BATASIOLO BARBERA D ASTI DOCG</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2904.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1289"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BATASIOLO BAROLO DOCG ROSSO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>9735.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1433"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BATASIOLO BAROLO RISERVA DOCG</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>12570.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1398"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BATASIOLO GRANEE GAVI DOCG GAVI</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>3390.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1284"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BATASIOLO MICO PIEMONTE ROSATO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>3300.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2411"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BATASIOLO MOSCATO SPUMANTE BIANCO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2220.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1285"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BATASIOLO MOSCATO SPUMANTE ROSE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2310.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-901"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BATASIOLO PROSECCO TREVISO SPUMANTE BRUT</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>3210.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1399"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BEAU RIVAGE BORDEAUX ROUGE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>3100.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1769"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BEAU RIVAGE BORDEAUX SUPERIEUR</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>3350.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1714"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BEAU SOLEIL CHARDONNAY</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2100.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-86"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BEAUJOLAIS VILLAGES MOMMESSIN</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2820.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-654"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BERTANI VALPOLICELLA</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2250.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-655"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BERTANI VALPOLICELLA RIPASSO VILLA NOVA</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>4518.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-665"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BESSERAT DE BELLEFON BRUT ROSE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>8299.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1565"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BESSERAT DE BELLEFON GRANDE TRADITION BRUT</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>7200.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1564"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BESSERAT DE BELLEFON MOINES SEC</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>9999.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1852"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BIBI GRAETZ CASAMATTA BIANCO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2995.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2109"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BIBI GRAETZ CASAMATTA ROSSO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2995.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2692"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BIGI ORVIETO CLASSICO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2000.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1652"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BILLECART SALMON BRUT ROSE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>17399.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2075"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BISOL BELSTAR CULT PROSECCO EXTRA DRY</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2995.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2110"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BLACK STONE CHARDONNAY</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>3300.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-666"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BLACK STONE MERLOT</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>3300.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1002"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BLACK TOWER DOMFELDER PINOT NOIR</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1950.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1695"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BLACK TOWER PINOT NOIR ROSE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2190.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2545"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BLACK TOWER RIESLING</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1950.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1696"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BODEGA NORTON COLECCION CHARDONNAY</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1995.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-532"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BODEGA NORTON COLECCION MALBEC</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1995.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-533"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BODEGA NORTON COLECCION SAUVIGNON BLANC</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1995.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-534"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BODEGA NORTON MERLOT</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1995.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-535"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BODEGAS RODA I RESERVA RIOJA</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>13012.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2076"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BODEGAS RODA RESERVA RIOJA</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>8173.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2169"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BODEGAS RODA SELA RIOJA</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>5395.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-674"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BOEKENHOUTSKLOOF SYRAH</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>10648.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2077"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BOEKENHOUTSKLOOF THE CHOCOLATE BLOCK</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>6995.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-676"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BOEKENHOUTSKLOOF THE WOLFTRAP ROSE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2395.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1425"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BOEKENHOUTSKLOOF THE WOLFTRAP WHITE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2395.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-677"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
